Word,Freq_CSAT,LogE_Freq_CSAT,Log10_Freq_CSAT,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,Ortho_N,OLD,OLDF
sarcastic,2,0.6931471805599453,0.47712125471966244,9,2826,7.947,2.61,2.127,0,3.45,6.333
communicators,2,0.6931471805599453,0.47712125471966244,13,448,6.105,0.22,1.079,0,3.8,6.632
sincere,2,0.6931471805599453,0.47712125471966244,7,4659,8.447,5.98,2.486,0,2.5,6.71
upset,2,0.6931471805599453,0.47712125471966244,5,11355,9.337,74.51,3.58,0,1.95,8.088
destroying,2,0.6931471805599453,0.47712125471966244,10,5369,8.588,7.8,2.601,0,3.35,6.488
prisoner,2,0.6931471805599453,0.47712125471966244,8,4485,8.408,23.14,3.072,0,2.75,7.186
portion,2,0.6931471805599453,0.47712125471966244,7,15690,9.661,4.33,2.346,0,2.1,7.431
compare,2,0.6931471805599453,0.47712125471966244,7,21932,9.996,8.35,2.63,0,2.35,7.403
tightly,2,0.6931471805599453,0.47712125471966244,7,4669,8.449,1.67,1.935,3,2.2,7.547
spatial,2,0.6931471805599453,0.47712125471966244,7,2548,7.843,0.57,1.477,0,2.85,7.283
loving,2,0.6931471805599453,0.47712125471966244,6,8699,9.071,25.0,3.106,4,1.8,7.72
bowl,2,0.6931471805599453,0.47712125471966244,4,10720,9.28,21.45,3.039,9,1.35,7.972
filled,2,0.6931471805599453,0.47712125471966244,6,18920,9.848,27.18,3.142,8,1.5,6.714
boot,2,0.6931471805599453,0.47712125471966244,4,43868,10.689,11.14,2.755,17,1.0,7.76
shaping,2,0.6931471805599453,0.47712125471966244,7,1233,7.117,1.04,1.732,4,1.8,6.867
respectively,2,0.6931471805599453,0.47712125471966244,12,5932,8.688,0.29,1.204,0,3.7,7.011
pop,2,0.6931471805599453,0.47712125471966244,3,22982,10.042,67.47,3.537,15,1.0,7.534
wise,2,0.6931471805599453,0.47712125471966244,4,13444,9.506,28.47,3.162,10,1.45,8.709
applying,2,0.6931471805599453,0.47712125471966244,8,8147,9.005,3.61,2.267,0,2.8,6.785
elderly,2,0.6931471805599453,0.47712125471966244,7,3693,8.214,4.1,2.322,0,2.75,7.192
scenes,2,0.6931471805599453,0.47712125471966244,6,11745,9.371,8.39,2.632,0,1.95,7.887
senior,2,0.6931471805599453,0.47712125471966244,6,29912,10.306,26.25,3.127,1,2.0,7.576
marker,2,0.6931471805599453,0.47712125471966244,6,3755,8.231,5.24,2.428,4,1.7,7.431
selected,2,0.6931471805599453,0.47712125471966244,8,20861,9.946,4.88,2.398,0,2.35,6.857
regulations,2,0.6931471805599453,0.47712125471966244,11,11089,9.314,6.37,2.513,0,2.7,6.885
lakes,2,0.6931471805599453,0.47712125471966244,5,3785,8.239,2.06,2.025,8,1.5,7.66
darkness,2,0.6931471805599453,0.47712125471966244,8,12621,9.443,17.49,2.951,0,2.7,5.545
profitable,2,0.6931471805599453,0.47712125471966244,10,5153,8.547,2.45,2.1,1,3.2,6.076
steam,2,0.6931471805599453,0.47712125471966244,5,5229,8.562,13.45,2.837,3,1.6,8.072
reliance,2,0.6931471805599453,0.47712125471966244,8,1473,7.295,0.27,1.176,0,2.55,6.462
spot,2,0.6931471805599453,0.47712125471966244,4,19103,9.858,61.57,3.497,7,1.45,8.124
regions,2,0.6931471805599453,0.47712125471966244,7,7329,8.9,1.47,1.881,1,2.05,7.376
compelling,2,0.6931471805599453,0.47712125471966244,10,3441,8.144,1.9,1.991,0,2.8,7.073
engaging,2,0.6931471805599453,0.47712125471966244,8,3092,8.037,1.92,1.996,0,2.8,6.659
barrier,2,0.6931471805599453,0.47712125471966244,7,7209,8.883,3.39,2.24,1,1.9,7.617
crash,2,0.6931471805599453,0.47712125471966244,5,19106,9.858,28.65,3.165,5,1.65,7.647
disciplined,2,0.6931471805599453,0.47712125471966244,11,997,6.905,1.73,1.949,1,3.4,6.687
northern,2,0.6931471805599453,0.47712125471966244,8,27797,10.233,7.1,2.56,0,2.85,8.454
assist,2,0.6931471805599453,0.47712125471966244,6,13081,9.479,7.84,2.603,0,2.25,7.324
ended,2,0.6931471805599453,0.47712125471966244,5,18912,9.848,29.63,3.18,0,1.85,7.158
minority,2,0.6931471805599453,0.47712125471966244,8,13393,9.502,2.22,2.057,0,3.1,6.607
probe,2,0.6931471805599453,0.47712125471966244,5,6035,8.705,4.41,2.354,3,1.7,7.995
wet,2,0.6931471805599453,0.47712125471966244,3,16466,9.709,39.22,3.301,14,1.0,10.137
soul,2,0.6931471805599453,0.47712125471966244,4,32352,10.384,76.96,3.594,5,1.65,8.037
existed,2,0.6931471805599453,0.47712125471966244,7,9326,9.141,7.96,2.61,0,2.05,6.831
waves,2,0.6931471805599453,0.47712125471966244,5,10070,9.217,13.22,2.829,9,1.4,7.497
chamber,2,0.6931471805599453,0.47712125471966244,7,6708,8.811,12.75,2.814,1,2.05,6.554
liters,2,0.6931471805599453,0.47712125471966244,6,554,6.317,2.75,2.149,3,1.7,7.012
repetitive,2,0.6931471805599453,0.47712125471966244,10,6043,8.707,0.57,1.477,0,3.5,6.941
convincing,2,0.6931471805599453,0.47712125471966244,10,4922,8.501,6.92,2.549,0,2.7,6.599
customary,2,0.6931471805599453,0.47712125471966244,9,979,6.887,2.18,2.049,0,3.5,6.805
assistant,2,0.6931471805599453,0.47712125471966244,9,14971,9.614,32.22,3.216,0,3.2,6.808
snow,2,0.6931471805599453,0.47712125471966244,4,20209,9.914,31.35,3.204,6,1.5,8.071
leakage,2,0.6931471805599453,0.47712125471966244,7,691,6.538,0.55,1.462,0,2.85,7.453
represent,2,0.6931471805599453,0.47712125471966244,9,21567,9.979,15.16,2.889,0,2.75,6.877
justice,2,0.6931471805599453,0.47712125471966244,7,31679,10.363,37.45,3.281,1,2.6,6.48
eager,2,0.6931471805599453,0.47712125471966244,5,4690,8.453,6.86,2.545,2,1.85,7.468
freed,2,0.6931471805599453,0.47712125471966244,5,2677,7.892,3.73,2.281,7,1.45,8.116
dedicated,2,0.6931471805599453,0.47712125471966244,9,18079,9.803,8.16,2.62,1,2.3,6.351
letter,2,0.6931471805599453,0.47712125471966244,6,58299,10.973,82.61,3.625,6,1.65,6.794
downward,2,0.6931471805599453,0.47712125471966244,8,2826,7.947,1.18,1.785,0,2.9,6.894
procedures,2,0.6931471805599453,0.47712125471966244,10,16090,9.686,5.1,2.417,0,3.4,7.613
combustion,2,0.6931471805599453,0.47712125471966244,10,1576,7.363,1.25,1.813,0,3.05,6.92
train,2,0.6931471805599453,0.47712125471966244,5,23376,10.059,95.06,3.686,6,1.55,8.063
dances,2,0.6931471805599453,0.47712125471966244,6,3237,8.082,5.92,2.481,3,1.7,6.898
painters,2,0.6931471805599453,0.47712125471966244,8,503,6.221,1.88,1.987,1,2.2,6.41
priority,2,0.6931471805599453,0.47712125471966244,8,11719,9.369,10.18,2.716,0,2.95,7.528
comments,2,0.6931471805599453,0.47712125471966244,8,76991,11.251,4.67,2.378,1,2.25,7.559
beast,2,0.6931471805599453,0.47712125471966244,5,16393,9.705,24.55,3.098,6,1.4,7.939
relatively,2,0.6931471805599453,0.47712125471966244,10,22473,10.02,3.25,2.223,0,3.15,6.844
enjoying,2,0.6931471805599453,0.47712125471966244,8,6712,8.812,17.02,2.939,0,2.9,6.933
couple,2,0.6931471805599453,0.47712125471966244,6,93448,11.445,223.41,4.057,0,1.75,6.777
lecture,2,0.6931471805599453,0.47712125471966244,7,4779,8.472,10.47,2.728,0,2.15,7.228
bone,2,0.6931471805599453,0.47712125471966244,4,16063,9.684,26.06,3.124,14,1.1,8.232
firmly,2,0.6931471805599453,0.47712125471966244,6,6327,8.753,2.67,2.137,0,2.45,7.321
fourth,2,0.6931471805599453,0.47712125471966244,6,15701,9.661,26.45,3.13,0,2.2,8.135
shoulders,2,0.6931471805599453,0.47712125471966244,9,7751,8.956,11.76,2.779,0,2.65,6.359
nitrogen,2,0.6931471805599453,0.47712125471966244,8,2094,7.647,1.2,1.792,0,3.75,6.908
accomplish,2,0.6931471805599453,0.47712125471966244,10,7794,8.961,5.84,2.476,0,3.75,6.823
bake,2,0.6931471805599453,0.47712125471966244,4,2528,7.835,6.33,2.51,17,1.0,8.534
roughly,2,0.6931471805599453,0.47712125471966244,7,10597,9.268,3.14,2.207,0,2.7,6.269
paying,2,0.6931471805599453,0.47712125471966244,6,26011,10.166,43.27,3.344,9,1.45,7.347
hated,2,0.6931471805599453,0.47712125471966244,5,5891,8.681,28.22,3.158,4,1.6,7.333
composed,2,0.6931471805599453,0.47712125471966244,8,6262,8.742,1.9,1.991,2,2.1,7.445
psychological,2,0.6931471805599453,0.47712125471966244,13,7440,8.915,6.73,2.537,0,3.8,5.818
joyous,2,0.6931471805599453,0.47712125471966244,6,459,6.129,1.35,1.845,0,2.8,7.415
reliant,2,0.6931471805599453,0.47712125471966244,7,497,6.209,0.12,0.845,0,2.4,6.704
except,2,0.6931471805599453,0.47712125471966244,6,83885,11.337,111.69,3.756,0,2.35,7.627
coincide,2,0.6931471805599453,0.47712125471966244,8,1708,7.443,0.78,1.613,0,2.6,6.469
congratulations,2,0.6931471805599453,0.47712125471966244,15,3453,8.147,70.9,3.558,0,4.4,5.916
safeguard,2,0.6931471805599453,0.47712125471966244,9,810,6.697,0.94,1.69,0,3.65,5.909
translates,2,0.6931471805599453,0.47712125471966244,10,2606,7.866,1.45,1.875,1,3.15,6.221
contributions,2,0.6931471805599453,0.47712125471966244,13,11207,9.324,1.96,2.004,0,3.25,7.134
earthquake,2,0.6931471805599453,0.47712125471966244,10,5617,8.634,6.37,2.513,0,4.5,5.217
priced,2,0.6931471805599453,0.47712125471966244,6,6806,8.826,0.65,1.532,4,1.7,7.344
traveling,2,0.6931471805599453,0.47712125471966244,9,5957,8.692,14.2,2.86,0,2.65,6.156
composer,2,0.6931471805599453,0.47712125471966244,8,4050,8.306,2.49,2.107,2,2.35,7.347
maps,2,0.6931471805599453,0.47712125471966244,4,11613,9.36,4.92,2.401,11,1.4,7.954
stream,2,0.6931471805599453,0.47712125471966244,6,11580,9.357,8.04,2.614,2,1.8,7.678
abilities,2,0.6931471805599453,0.47712125471966244,9,9029,9.108,6.12,2.495,0,2.95,6.448
snakes,2,0.6931471805599453,0.47712125471966244,6,2618,7.87,10.16,2.715,3,1.8,7.386
remove,2,0.6931471805599453,0.47712125471966244,6,43954,10.691,21.25,3.035,1,1.8,6.457
enterprises,2,0.6931471805599453,0.47712125471966244,11,7769,8.958,2.16,2.045,0,3.9,6.266
sightseeing,2,0.6931471805599453,0.47712125471966244,11,451,6.111,1.47,1.881,0,4.15,6.183
revised,2,0.6931471805599453,0.47712125471966244,7,25426,10.144,1.24,1.806,3,1.8,6.602
principle,2,0.6931471805599453,0.47712125471966244,9,15244,9.632,7.75,2.598,0,3.15,6.308
sympathy,2,0.6931471805599453,0.47712125471966244,8,3763,8.233,8.35,2.63,0,3.5,6.179
alongside,2,0.6931471805599453,0.47712125471966244,9,2364,7.768,3.76,2.286,0,3.85,5.803
boring,2,0.6931471805599453,0.47712125471966244,6,12707,9.45,27.41,3.146,4,1.75,7.574
conventional,2,0.6931471805599453,0.47712125471966244,12,9941,9.204,3.04,2.193,0,3.2,6.805
caught,2,0.6931471805599453,0.47712125471966244,6,22729,10.031,93.94,3.68,2,2.05,7.731
knit,2,0.6931471805599453,0.47712125471966244,4,1112,7.014,1.9,1.991,2,1.85,8.716
variations,2,0.6931471805599453,0.47712125471966244,10,6755,8.818,0.94,1.69,0,2.75,6.373
purists,2,0.6931471805599453,0.47712125471966244,7,623,6.435,0.04,0.477,1,2.2,7.043
imagining,2,0.6931471805599453,0.47712125471966244,9,1533,7.335,4.84,2.394,0,2.95,6.759
anywhere,2,0.6931471805599453,0.47712125471966244,8,34991,10.463,88.25,3.653,0,3.5,7.807
surround,2,0.6931471805599453,0.47712125471966244,8,3286,8.097,3.06,2.196,0,3.0,6.573
magnitude,2,0.6931471805599453,0.47712125471966244,9,4661,8.447,1.43,1.869,0,3.4,6.251
independent,2,0.6931471805599453,0.47712125471966244,11,31959,10.372,9.35,2.679,0,3.4,6.692
skis,2,0.6931471805599453,0.47712125471966244,4,2189,7.691,1.35,1.845,5,1.4,8.122
slips,2,0.6931471805599453,0.47712125471966244,5,1980,7.591,3.88,2.299,8,1.5,7.402
sorts,2,0.6931471805599453,0.47712125471966244,5,12881,9.464,9.57,2.689,3,1.7,7.794
democratic,2,0.6931471805599453,0.47712125471966244,10,14820,9.604,3.55,2.26,0,3.35,6.121
handy,2,0.6931471805599453,0.47712125471966244,5,9698,9.18,12.22,2.795,7,1.55,8.181
closely,2,0.6931471805599453,0.47712125471966244,7,13969,9.545,9.18,2.671,0,2.3,6.967
stock,2,0.6931471805599453,0.47712125471966244,5,43376,10.678,25.49,3.114,6,1.55,7.69
calories,2,0.6931471805599453,0.47712125471966244,8,2603,7.864,1.55,1.903,0,2.6,6.911
chat,2,0.6931471805599453,0.47712125471966244,4,11998,9.392,16.27,2.92,7,1.4,8.337
louder,2,0.6931471805599453,0.47712125471966244,6,2333,7.755,10.1,2.713,2,1.9,6.973
centered,2,0.6931471805599453,0.47712125471966244,8,3653,8.203,0.96,1.699,1,2.05,6.231
harm,2,0.6931471805599453,0.47712125471966244,4,12379,9.424,31.78,3.21,6,1.5,8.658
distributed,2,0.6931471805599453,0.47712125471966244,11,28505,10.258,1.31,1.833,1,3.0,7.291
extraordinary,2,0.6931471805599453,0.47712125471966244,13,4018,8.299,15.12,2.888,0,6.2,5.74
tiring,2,0.6931471805599453,0.47712125471966244,6,756,6.628,1.18,1.785,4,1.8,7.571
forty,2,0.6931471805599453,0.47712125471966244,5,3401,8.132,10.57,2.732,4,1.75,7.475
robot,2,0.6931471805599453,0.47712125471966244,5,10880,9.295,12.18,2.794,0,1.9,7.373
passionate,2,0.6931471805599453,0.47712125471966244,10,2319,7.749,6.0,2.487,0,3.55,5.569
circular,2,0.6931471805599453,0.47712125471966244,8,5029,8.523,1.59,1.914,0,2.95,6.814
compliment,2,0.6931471805599453,0.47712125471966244,10,2186,7.69,10.25,2.719,1,2.7,7.303
bond,2,0.6931471805599453,0.47712125471966244,4,12955,9.469,31.27,3.203,9,1.35,8.778
tongues,2,0.6931471805599453,0.47712125471966244,7,2049,7.625,3.08,2.199,1,2.65,6.702
puts,2,0.6931471805599453,0.47712125471966244,4,15760,9.665,24.0,3.088,13,1.25,7.893
refer,2,0.6931471805599453,0.47712125471966244,5,26546,10.187,7.33,2.574,1,1.8,7.25
quietly,2,0.6931471805599453,0.47712125471966244,7,4965,8.51,12.33,2.799,0,2.75,6.51
recycle,2,0.6931471805599453,0.47712125471966244,7,1094,6.998,0.86,1.653,0,2.85,6.428
ran,2,0.6931471805599453,0.47712125471966244,3,30986,10.341,84.24,3.633,17,1.0,9.713
blame,2,0.6931471805599453,0.47712125471966244,5,17326,9.76,58.78,3.477,5,1.65,7.742
intended,2,0.6931471805599453,0.47712125471966244,8,32601,10.392,11.78,2.78,0,2.3,6.889
individualist,2,0.6931471805599453,0.47712125471966244,13,262,5.568,0.04,0.477,1,3.9,5.39
sharp,2,0.6931471805599453,0.47712125471966244,5,12847,9.461,23.78,3.084,3,1.8,7.836
flies,2,0.6931471805599453,0.47712125471966244,5,5157,8.548,14.06,2.856,5,1.7,7.139
saves,2,0.6931471805599453,0.47712125471966244,5,6359,8.758,5.16,2.422,6,1.55,7.529
strength,2,0.6931471805599453,0.47712125471966244,8,25721,10.155,36.92,3.275,0,2.85,8.36
friendliness,2,0.6931471805599453,0.47712125471966244,12,476,6.165,0.12,0.845,0,4.4,4.427
vegetable,2,0.6931471805599453,0.47712125471966244,9,3298,8.101,5.71,2.465,0,2.9,5.993
corner,2,0.6931471805599453,0.47712125471966244,6,23080,10.047,52.53,3.428,3,1.7,6.564
cooperate,2,0.6931471805599453,0.47712125471966244,9,2591,7.86,10.35,2.724,0,2.65,7.431
consult,2,0.6931471805599453,0.47712125471966244,7,7290,8.894,5.59,2.456,0,2.35,7.815
communicated,2,0.6931471805599453,0.47712125471966244,12,1228,7.113,0.94,1.69,0,3.3,7.043
occurring,2,0.6931471805599453,0.47712125471966244,9,2856,7.957,0.8,1.623,0,2.85,6.682
borders,2,0.6931471805599453,0.47712125471966244,7,6711,8.812,2.8,2.158,0,1.9,6.903
champion,2,0.6931471805599453,0.47712125471966244,8,8243,9.017,20.92,3.029,0,2.85,6.88
match,2,0.6931471805599453,0.47712125471966244,5,35069,10.465,49.43,3.402,8,1.55,7.756
schedules,2,0.6931471805599453,0.47712125471966244,9,4807,8.478,2.27,2.068,1,3.6,6.721
delighted,2,0.6931471805599453,0.47712125471966244,9,2284,7.734,12.94,2.82,0,2.7,6.671
mystery,2,0.6931471805599453,0.47712125471966244,7,10205,9.231,22.96,3.069,1,2.45,6.923
partners,2,0.6931471805599453,0.47712125471966244,8,10358,9.246,24.16,3.091,0,2.6,6.337
guilt,2,0.6931471805599453,0.47712125471966244,5,5016,8.52,14.9,2.881,4,1.7,7.017
utopian,2,0.6931471805599453,0.47712125471966244,7,711,6.567,0.29,1.204,1,2.8,6.971
rotting,2,0.6931471805599453,0.47712125471966244,7,939,6.845,3.25,2.223,4,1.75,6.944
preparing,2,0.6931471805599453,0.47712125471966244,9,5866,8.677,8.96,2.661,0,2.9,7.252
tourists,2,0.6931471805599453,0.47712125471966244,8,2629,7.874,5.41,2.442,0,2.75,6.437
airport,2,0.6931471805599453,0.47712125471966244,7,11859,9.381,38.04,3.288,0,2.7,7.115
infrastructure,2,0.6931471805599453,0.47712125471966244,14,6007,8.701,1.18,1.785,0,5.4,6.206
network,2,0.6931471805599453,0.47712125471966244,7,145633,11.889,16.53,2.926,0,2.8,5.787
variables,2,0.6931471805599453,0.47712125471966244,9,12688,9.448,1.02,1.724,0,3.2,6.328
coordinate,2,0.6931471805599453,0.47712125471966244,10,4826,8.482,2.55,2.117,0,3.15,5.744
clues,2,0.6931471805599453,0.47712125471966244,5,4765,8.469,6.27,2.506,2,1.8,7.092
drawing,2,0.6931471805599453,0.47712125471966244,7,14502,9.582,16.02,2.913,0,1.9,6.858
mature,2,0.6931471805599453,0.47712125471966244,6,6245,8.74,8.22,2.623,2,1.85,7.396
absolute,2,0.6931471805599453,0.47712125471966244,8,16840,9.732,11.31,2.762,0,2.9,6.971
sets,2,0.6931471805599453,0.47712125471966244,4,38222,10.551,14.92,2.882,10,1.35,8.158
eased,2,0.6931471805599453,0.47712125471966244,5,914,6.818,0.51,1.431,4,1.55,7.12
rely,2,0.6931471805599453,0.47712125471966244,4,8349,9.03,7.18,2.565,0,1.9,8.385
risking,2,0.6931471805599453,0.47712125471966244,7,1323,7.188,4.04,2.316,1,1.9,6.96
comforted,2,0.6931471805599453,0.47712125471966244,9,352,5.864,1.04,1.732,2,2.5,6.366
profession,2,0.6931471805599453,0.47712125471966244,10,4960,8.509,9.04,2.665,1,2.5,7.435
dramatically,2,0.6931471805599453,0.47712125471966244,12,4480,8.407,0.92,1.681,0,3.45,5.837
conclusions,2,0.6931471805599453,0.47712125471966244,11,7718,8.951,4.86,2.396,0,2.8,6.823
burned,2,0.6931471805599453,0.47712125471966244,6,7750,8.955,28.39,3.161,3,1.85,6.822
outer,2,0.6931471805599453,0.47712125471966244,5,7116,8.87,9.08,2.667,1,1.9,7.603
authenticity,2,0.6931471805599453,0.47712125471966244,12,1523,7.328,1.16,1.778,0,4.65,6.264
subsequent,2,0.6931471805599453,0.47712125471966244,10,7989,8.986,1.25,1.813,0,4.1,5.84
strike,2,0.6931471805599453,0.47712125471966244,6,16025,9.682,45.57,3.366,5,1.6,7.146
shops,2,0.6931471805599453,0.47712125471966244,5,10164,9.227,4.49,2.362,6,1.55,7.612
concert,2,0.6931471805599453,0.47712125471966244,7,12029,9.395,17.55,2.952,4,1.7,7.619
bits,2,0.6931471805599453,0.47712125471966244,4,23833,10.079,10.76,2.74,13,1.2,8.243
charges,2,0.6931471805599453,0.47712125471966244,7,23417,10.061,29.53,3.178,4,1.75,7.926
revise,2,0.6931471805599453,0.47712125471966244,6,2666,7.888,0.86,1.653,3,1.8,7.169
quarters,2,0.6931471805599453,0.47712125471966244,8,4460,8.403,16.16,2.917,0,2.55,6.338
depressing,2,0.6931471805599453,0.47712125471966244,10,1976,7.589,6.35,2.512,0,2.55,6.502
straight,2,0.6931471805599453,0.47712125471966244,8,42466,10.656,122.43,3.796,0,2.85,7.494
stroke,2,0.6931471805599453,0.47712125471966244,6,6062,8.71,13.08,2.825,3,1.7,7.597
answered,2,0.6931471805599453,0.47712125471966244,8,17937,9.795,15.2,2.89,0,2.8,6.535
kilowatt,2,0.6931471805599453,0.47712125471966244,8,131,4.875,0.12,0.845,0,3.85,6.562
relates,2,0.6931471805599453,0.47712125471966244,7,3501,8.161,0.67,1.544,2,1.85,6.786
defense,2,0.6931471805599453,0.47712125471966244,7,31710,10.364,32.65,3.222,1,2.25,7.106
arranged,2,0.6931471805599453,0.47712125471966244,8,7249,8.889,16.16,2.917,1,2.55,6.391
issued,2,0.6931471805599453,0.47712125471966244,6,14961,9.613,5.55,2.453,1,2.25,7.041
esteem,2,0.6931471805599453,0.47712125471966244,6,1253,7.133,1.69,1.94,0,2.5,7.806
expensive,2,0.6931471805599453,0.47712125471966244,9,36397,10.502,27.94,3.154,2,2.5,7.865
sunrise,2,0.6931471805599453,0.47712125471966244,7,2059,7.63,6.06,2.491,0,2.65,6.686
tasteless,2,0.6931471805599453,0.47712125471966244,9,1289,7.162,0.88,1.663,0,2.85,4.879
raw,2,0.6931471805599453,0.47712125471966244,3,12360,9.422,10.18,2.716,13,1.3,8.621
arguing,2,0.6931471805599453,0.47712125471966244,7,9530,9.162,10.67,2.736,0,2.65,7.074
understands,2,0.6931471805599453,0.47712125471966244,11,4431,8.396,10.76,2.74,0,3.2,5.461
crude,2,0.6931471805599453,0.47712125471966244,5,3351,8.117,3.04,2.193,1,1.9,7.492
concepts,2,0.6931471805599453,0.47712125471966244,8,14617,9.59,1.43,1.869,1,2.2,7.264
qualify,2,0.6931471805599453,0.47712125471966244,7,9003,9.105,4.1,2.322,1,2.7,6.143
housing,2,0.6931471805599453,0.47712125471966244,7,8751,9.077,4.06,2.318,1,1.95,7.128
excess,2,0.6931471805599453,0.47712125471966244,6,8831,9.086,3.06,2.196,1,2.3,7.217
participant,2,0.6931471805599453,0.47712125471966244,11,2412,7.788,0.59,1.491,0,3.5,6.672
ignore,2,0.6931471805599453,0.47712125471966244,6,27790,10.232,18.65,2.979,0,2.25,7.389
credible,2,0.6931471805599453,0.47712125471966244,8,3113,8.043,1.65,1.929,1,2.65,6.7
actors,2,0.6931471805599453,0.47712125471966244,6,7249,8.889,12.63,2.81,0,1.9,8.152
doors,2,0.6931471805599453,0.47712125471966244,5,12441,9.429,34.41,3.244,4,1.7,7.501
bees,2,0.6931471805599453,0.47712125471966244,4,5073,8.532,5.33,2.436,10,1.3,7.97
spinning,2,0.6931471805599453,0.47712125471966244,8,4904,8.498,7.33,2.574,1,1.85,6.271
chronological,2,0.6931471805599453,0.47712125471966244,13,1064,6.97,0.33,1.255,0,4.2,5.928
rarely,2,0.6931471805599453,0.47712125471966244,6,13743,9.528,6.71,2.535,2,1.9,7.34
silver,2,0.6931471805599453,0.47712125471966244,6,24413,10.103,31.75,3.209,0,1.9,7.038
tense,2,0.6931471805599453,0.47712125471966244,5,2805,7.939,10.24,2.719,4,1.65,7.811
properly,2,0.6931471805599453,0.47712125471966244,8,29409,10.289,12.9,2.819,1,2.8,6.846
applications,2,0.6931471805599453,0.47712125471966244,12,86618,11.369,3.1,2.201,0,3.2,6.446
reduces,2,0.6931471805599453,0.47712125471966244,7,4297,8.366,0.43,1.362,2,2.3,7.288
characters,2,0.6931471805599453,0.47712125471966244,10,52284,10.864,9.53,2.688,0,3.4,6.796
tests,2,0.6931471805599453,0.47712125471966244,5,23394,10.06,23.47,3.079,8,1.45,7.59
appearing,2,0.6931471805599453,0.47712125471966244,9,5677,8.644,2.33,2.079,2,2.75,7.22
traditions,2,0.6931471805599453,0.47712125471966244,10,4911,8.499,2.06,2.025,0,2.7,7.02
predicted,2,0.6931471805599453,0.47712125471966244,9,4746,8.465,2.8,2.158,0,2.75,7.126
series,2,0.6931471805599453,0.47712125471966244,6,90751,11.416,20.16,3.012,1,1.95,7.469
detective,2,0.6931471805599453,0.47712125471966244,9,4312,8.369,61.12,3.494,1,2.4,7.324
aboard,2,0.6931471805599453,0.47712125471966244,6,3721,8.222,26.63,3.133,0,2.3,7.4
sparks,2,0.6931471805599453,0.47712125471966244,6,3268,8.092,5.02,2.41,2,1.8,7.257
ideological,2,0.6931471805599453,0.47712125471966244,11,2531,7.836,0.14,0.903,1,3.25,5.935
principles,2,0.6931471805599453,0.47712125471966244,10,14878,9.608,6.0,2.487,0,3.45,6.067
irrelevant,2,0.6931471805599453,0.47712125471966244,10,11614,9.36,5.14,2.42,0,4.1,6.506
